,content_cut
317,球球 也 已经 不是 以前 的 球球 了 真 厉害 的 人 现在 能 有 几个 全是 辣 * 主播 你 不 * 粉丝 你 是 啥 还 跟班 讷 笑 死 我 了 就算 走 大街 上 我 认识 你 个 球 不 就 有钱 么 球球 现在 就是 * 你们 这些 不 知道 孝敬父母 老人 的 二货们 养 着 呐 给 家人 花 100 买个 衣服 他们 都 会 高兴 这 是 我 儿子 买 的 东西 给 别人 炫耀 你 给 球球 冲 了 他 会 感谢 你 么 只会 说 这些 啥 bi 我 又 挣钱 了 没钱 在 游戏装 有钱 何必 呢 我 玩 了 那么 久 了 球球届 的 老 人们 大手子们 那 一个 不是 让 球球 * 退 的 我 也 玩 这么 就 了 该 退 了
318,在 读书 吖 ， 没 时间 玩 ， 取关 随意 咯
319,哪位 大神 给 我 打 生存
320,合 大圣 的 视频
321,其实 特别 喜欢 这个 人
322,这 游戏 渐渐 变得 只 适合 少部分 人 ， 不 适合 大众 了 ， 有 问题 也 不 给 反馈 ， 也 怪不得 越渐 越下 ， 。 你们 看看 ， 任 谁 能 坚持下去 。
323,一样 没 素质 ， 你们 害 不 害臊 ？ 致
324,我 的 皮肤 咋 悬空 的 呢 ？
325,侧合 😃
326,没人 陪 我 … … 哼哼 哼
327,奇怪 的 大冒险
328,互送 学霸 天书 ， 关注 我
329,再也 没有 遇见 比球球 更 迷恋 的 游戏 了
333,我 第一名 ， 也 活过 三分钟 了 ， 就是 不 给 我 升段
334,我 手指 不 领活 怎么办 ？
335,
337,佛说 无爱则欢 ， 可无爱 又 怎能 心安 ， 宁下 地府 鬼门关 也 不愿入 你 灵山 ， 感谢 你们 的 陪伴
339,双冠 什么 玩意儿 啊 ， 匹配 的 什么 队友 ， 越来越 * 了 。
340,日常 单逃 ～
342,原创 孢子 ～ ID 刘宇宁 大老婆 球球 号 410410
343,你好 吗 ， 我 很 好 ﻿ ﻿ ﻿ @ Powerful _ show
344,找 一个 稳秀 的 固 搭 技术 可以 秀 一点 还有 就是 最好 能 踩 hello 会 一点 花式 有点 手速 可以 加 我 QQ 1592470819 哈哈哈
345,哈哈哈
346,也 就 这样 吧
347,玩 了 3 年 的 球球 ， 直到现在 才 上 超神 ， 感谢 陪伴
348,为什么 更新 到 最新 版本 没有 奖励 可领
349,球球 是 一款 让 人 想 放弃 又 不 舍得 的 游戏 蓝瘦 啊 可以 最 讨厌 的 就是 没有 人工 服务
350,每次 都 失误 玩 花式 也 失误 ✌
351,球球 玩 三年 了 ， 我 知道 这个 游戏 不火 了 有 很多 人 都 退游 了 & nbsp ; 但 我 却 莫莫玩 着 & nbsp ; 心里 依然 有 一个 超神 梦 & nbsp ; 球球 不 老 我们 不 散 加油
352,收个 躺 团能 踩 hello 徒弟 .
353,
354,球球 一年 一年 又 一年 ， 曾经 的 都 已经 随风飘 走 。 珍惜 当下 吧
355,想要 一起 玩 的话 就加 关注 哟 。
356,一起 玩吧
357,糖豆 Lj ！ 搞好 再 推出 来 ！
358,来个 逃杀 队友 ， 心态 素质 好 的 加
359,
361,我 呢 ， 来 跟 大神 们 要 个 敬业 福 ?
362,
363,球宝们 ， 大家 好 ， 我 是 子轩
364,还是 感觉 以前 的 球球 好玩 ， 现在 的 球球 每次 更新 都 找 不到 东西南北 了 同意 的 顶上
365,玩 不 明白 不 退游 在 此 立誓
366,我 从 16 年 开始 玩球 球 ， 虽然 被盗 了 5 次 号 ， 可是 我 却 一直 坚持 。 那个 动画 和 文字 ， 我 看 了 之后 在 房间 哭 了 半个 小时 ， 里面 的 一句 话 让 我 深受感动 : 球球 不 倒 ， 我们 不老 。
367,哪位 兄弟 知道 改名 卡 怎么 用 吗 ？
368,这是 。 。 什么 鬼 。 。 醉 辽
369,哈哈 ， 看看 我 多少 盾
370,谁 还 记得 以前 的 段位 青铜 ， 白银 ， 黄金 ， 白金 ， 钻石 ， 金钻 ， 精英 ， 史诗 ， 传说 ， 王者 ， 超神 还 记得 吗 ?
371,一起 玩 关注 哈
373,以前 的 朋友 你 回来 再 让 我 骂 你 一次 好不好 ？
374,有 一起 玩 的 吗 ， 我 技术 不是 特别 好 ， 但 心态 很 好
375,@ 快手 南客 ﻿ 你 就是 个 菜菜 ， 哼
376,玩 了 两年 多 了 很 感谢 球球 陪 我 走过 的 时光 祝愿 球球 大 作战 越来越 好
377,2 月 上 段 ， 有意 私聊 ， 有 实力 不坑 ， 小姐姐 优先
378,略 略略 凑满 10 个 字 才能 发 嘻嘻
379,有没有 河北 的 高中生 额 ， 沉迷 游戏 的 ， 一起 玩 。
380,陪伴 球球 三年 了 ， 从未 退过 游 ， 虽然 球球 越来越 坑钱 ， 但 我 还是 喜欢 这个 游戏 ， 哈哈哈 哈哈哈 ， 新年快乐 ~ ~
381,我想 退游 啊 ， 不想 让 这个 号 不见 ， 请 关注 我 ID 渣 渣 cola 有意者 买
382,一 起来 玩吧 ！ 风里 雨里 ， 宇神 陪 你 ！
383,球球 不 老 ， 老 玩家 不 散
384,祛痘 独孤 食饭 未 。 咯破 地儿 的 oppose
385,一转眼 就 3 年 了 ， 可是 你 在 我 的 心里 还是 一个 那个 它 ， 你 陪 我 走过 了 3 年 ， 你 不到 便 一直 陪 你 。
386,球球 嘛 ， 伴随 我 几年 了 。 怀念 以前 的 旧版本 ， 以前 很 快乐 ， 现在 玩新 版本 照旧 很 开心 。 只是 现在 皮肤 都 是 用钱 买 ， 一前 都 是 棒棒糖 就 能 买 到 。 怀念 以前 的 球球 。
387,咋 了 球球 钱 赚够 了 开始 洗白 吗
388,咋 卖 皮肤 ， 铁匠铺 里 几万 皮肤 等 着 卖 呢
389,我 老婆
390,我 有 比 无 还 厉害 的 光环 ， 它 叫 “ 飞火 流炎 ” 。
391,赛季 今晚 就 完结 了 努力 打好 下 一个 赛季 ！ 认识一下 我 叫 何以 求 ！
392,
393,母 * 呀 想 讲 我 和 球球 的 那些 事
394,他 她们 在 玩游戏 的 时候 怎么 有 的 骂人 啊 ？ 这是 怎么回事 啊 ！
395,星际 商人 在 哪里 我 都 不知
396,
397,只 因 喜欢 ， 饿教 • ̥ ́ ˍ • ̀ ）
398,三年 多 ， 呵呵 ， 只能 呵呵 ，
399,更新 的 什么 玩意 ！ 看来 这 游戏 要 倒闭 了 ！ ！ ！
400,这是 怎么回事 ?
401,嗯 嗯 ， 不错
402,3 年 了 球球 不 倒 陪你到 老
403,球球 我爱你
404,少 出点 付费 活动 吧
405,额额
406,
407,恭喜 宝贝 成功 抢 到 棒棒糖 兑换 码 ： [ 8D36 - 85BC - 5C55 - 8DBF ] ， 长 按 全部 消息 复制 黏贴 到 游戏 内 即可 领取 ！ 本宝 友情 提示 ： 进化 等级 达到 5 级 才能 兑换 哦 ！
408,
410,查 了 今天 黄历 除了 爱 我 诸事 不宜 ~
411,球球 已经 陪伴 我 好多年 了 ， 我 也 很 热爱 球球 ， 有 很多 人 觉得 这个 游戏 过时 了 ， 就 不再 玩 了 ， 而 我 觉得 这 已经 是 我们 的 一部分 了 ， 仔细 想想 没有 它 我们 还会 像 现在 一样 快乐 ， 还会 有 那么 多 的 朋友 吗 ？ 我 将 一直 陪 着 球球 走向 未来 ！
412,找到 了 好多 2019 .
413,盾 多 没有 第 一系列
414,666
415,冲 鸭
416,回游 找 一波 队友 自由 团 逃杀 迷雾 双冠 都 可以 d 我 好 吗
417,愿 大家 在 新 的 2019 中 能够 进步 很多
418,2019 年 希望 ， 我们 一起 冲 鸭
419,
420,
421,去污 孢子 是 什么 ， 知道 的 球友 们 请 回复 ， 谢谢
422,@ Dear _ 宛儿 ﻿ 2019 我 想 和 你 一起 上 超神 鸭
423,新 的 开始 呢 ！ 满满的 希望 呢 ！
424,yle = color : rgb81 80 70 ; > 2019 了 ， 说实话 我 技术 长进 了 不少 。 这 三个 年 打球 的 经历 ， 让 我 受益匪浅 。 还是 一句 话 ： 球球 不 倒 ， 陪你到 老 ！
425,
426,2019 祝 你 越来越 年轻 越来越 漂亮 …
427,我们 永不 独行 ， 祝球球 越来越 好
428,老 玩家 回归 有没有 一起 的 ？
429,奖品 CD 已 收到 ? ? ?
430,分享 我 的 2019 的 遊戲 時刻
431,我 是 一个 从 低级 的 到 高级 的 老 玩家
432,快 3 年 了 吧 真 好 第一次 玩个 游戏 玩 3 年
433,有 谁 知道 球球 大 作战 兑换 码 吗 ？
434,人 在 作 的 道路 上 越走越远
435,哈哈 .
436,找 队友 啦 ！ 找 队友 啦 ！ 要求 不坑 随叫随到 的 那种 段位 不 重要 有 的 关注 我 联系 我 ? ? ?
437,我 这个 赛季 上 超神 挺快 的 就 三天 不到
438,拿个 弟一 ， 庆个 2019 ，
439,香蕉 猫 怎么 合成 啊啊啊 啊 啊 ！
440,* 常 需 队友
441,2019 的 希望
442,yle = color : rgb80 125 175 ; > ﻿ ﻿ yle = color : rgb81 80 70 ; > 每天 都 是 随机 开 双冠 单逃 ， 来 一起 组队 啊 ， 我 技术 不怎么样 ， 脾气 贼 好 yle = color : rgb81 80 70 ; > 糖豆 消息 很少 看 ， 直接 游戏 找 我
443,找 队友 一起 玩 就 行 其他 无所谓
445,6 不 6
446,2019 ， 新 开始 ， 从头再来
447,emmm 找 队友 ， 本人 男 ， 技术 还 行 ， 找个 大逃杀 之类 的 队友
448,2019 的 希望
449,所谓 爱意
450,关于 球球 。 一言难尽 。 希望 满 赛季 玩家 可以 组成 个 小圈子 。 关注 9889666 。
451,安稳 ， 奔现 ， 走心 的 那种
452,处 双冠 ， 逃杀 心态 队友 ， 不 骂 粗 的 队友 呀 ， ID ： 你 口中 的 昂昂
454,略略 略
455,2019 永不 独行
456,
457,
458,会员 专属 皮肤 在 会员 的 时候 买 了 会员 过期 还 能 用 吗 ? ?
459,球球 是 你 陪伴 我 3 年 ， 可 我 曾经 却 后悔 我 中间 为什么 会 退游 。 当 我 明白 这个 游戏 后 ， 才 知道 你 才 是 我 的 朋友 。
460,寻找 一个 新 队员 脾气好 一起 浪 意识 还 可以
462,关注 一下 ， 谢谢 。 我 技术 还 算 不错
463,球球 大 作战 我 玩 了 32 个 赛季 了 ， 我 也 从来 没有 退过 游 ， 也 亲眼目睹 了 球球 大 作战 这 三年 的 变化 ， 球球 终于 醒悟 了 ， 虫 前 的 活动 越来越少 了 ， 很多 老 玩家 也 回归 了 ， 球球 不 倒 ， 陪你到 老 。 ID 另之启
464,我 玩 了 两年 了 感觉 球球 越来越 坑钱 ? ?
465,没 玩 几天 ， 有点 坑 ， 但 还行 ， 不 嫌弃 +
467,玩球 球 40 个 赛季 了 ?
468,常常 听到 有人 说 : 你 赢 我 陪 你 霸屏 全场 你 输 我 陪 你 扎 刺 重来 。 但是 很少 人能 做到 这点 ， 能 做到 这点 的 人 可以 说 已经 灭绝 了 ， 如果 你 是 这种 人 那么 就 互关 一起 打球 球 吧
470,情人节 快乐 ? ！ 有没有 人 一起 打球 ！
471,玩 了 几年 了 ， 球球 在 改变 。 但是 我 对 球球 的 热爱 就 像是 我 的 朋友 没事 就 打开 手机 点 开球 球看 了 看 皮肤 ， 但是 再 好 没有 个 球友 也 是 没用 的 所以 在 这里 我 真诚 的 想 找 一个 不坑 而且 心态 好 的 ， 一起 玩球 球大 作战 ！
472,我 不 知道 我 还 能 坚持 多久 ?
473,找 战队 ， 有人 要 我 吗 ？
474,怎么 得 远古 雪山 的 登山绳 ， 我 打 了 几十把 都 没出
475,有没有 一起 的 （ 菜 的 一批 ） ID 三岁 耀 yo ๑ • . • ๑
476,四年 . 很爱球球 .
477,从 一 开始 自由 、 团战 只会 瞎 跑 ， 到 后来 玩 的 像模像样 ， 认识 很多 有趣 的 人 ， 我们 成为 了 彼此 的 长期 队友 ， 一起 打团 、 一起 霸屏 、 一起 被 虐 。 后来 ， 他们 都 因为 自身 原因 选择 了 退游 ， 队友 也 就 换 了 一批 又 一批 ， 那个 时候 我 就 特别 想念 他们 ， 每每 点开 “ 关系 ” 栏 都 舍不得 取关 那些 几个 月 或者 几年 没 上线 的 老 队友 ， 想着 他们 要是 能 回游 该 多 好 。 如今 看着 熟悉 的 面板 ， 却 找 不到 那些 熟悉 的 人 。 如果 有 和 我 同样 经历 又 或是 需要 找 队友 的 小可爱 可以 找 我 哟 ， 本人 不是 大神 ， 不是 冲断 玩家 ， 只是 业余时间 玩儿 ~ ◕ ‿ ◕ ｡ 想 一起 玩儿 的 小可爱 可以 加 我 企鹅 : 2634210822 ， 或者 留下 你们 的 企鹅 号 我 来加 你们 呀 ， 不知不觉 已经 陪伴 球球 三年 多 啦 ， 希望 能 重新 找回 当初 的 热情 和 感觉 叭 。 ๑ ` ･ ᴗ ･ ´ ๑
478,人 永远 不会 珍惜 三种 人 ， 一是 轻易 得到 的 ， 二是 永远 不会 离开 的 ， 三是 那个 一直 对 你 很 好 的 。 但是 ， 往往 这 三种 人 一旦 离开 永远 不会 再 回来 。 & nbsp ;
479,逃杀 滴滴 ID 栀子 的 思念
480,想 找个 好友 打 迷雾 哈哈哈哈 ，
481,好气 好气 ， 都 没人 陪我玩
482,我特 喵 的 算 上 退游 的 我 玩 了 四年 了 ， 算上 大小 号 ， 我 居然 还 没有 个 花音 女神
483,能 不能 来个 双冠 队友 ？ 会 吃 人 的 那种
484,闹元宵 ~
485,龙 呢 ？ 兔 呢 ？ 这是 怪兽 吗 ？
486,d 大家 快 来 恭喜 我 吧 ， 嘻嘻 嘻
487,w 我 的 龙 兔兽 升级 啦 ， 还有 奖励
488,玩儿 球球 三年 ， 充钱 一年 ， 自己 从 一个 单手 玩儿 的 小 菜鸟 变成 了 双手 玩儿 的 “ 大手子 ” ， 哈哈 ， 见证 了 球球 许多 新出 的 活动 ， 哎 ， 现在 球球 只是 为了 赚钱 啦 ， 出 的 活动 没 原来 不充 钱 就 能 玩儿 的 活动 给力 ， 球球 ， 想放 又 放不下 ， 哎
489,
490,x 想 凑点 赞 加加 人气
491,有没有 球球 cp
492,
494,好 无聊 ！ 有没有 一起 玩 的 开心 就 好 。
495,有没有 缺 对象 的 小姐姐 求 带走
497,找个 小姐姐 一起 玩 求 队友
499,好海哟 ， 感觉 人生 已经 到达 了 巅峰 。
500,一天天 弟弟 弟弟 的 ， 看看 自己 多大 ， 成年 了 没 ？ 我 22 岁 ， 你们 多大 ？ 小屁孩 没大没小 的 ， 有 人生 没 人 教养 ？
501,这样 就 牛 掰 了
504,找 几个 稳逃 的 固 搭 ， 心态 要 好 ， 专门 玩 逃杀 ， 技术 玩 得来 就行 。
506,， 游戏 不错 ， 有 谁 要 一起 玩 的 吗 ❤
507,什么 情况
508,有会 玩 的 可以 dd 我 ， 关注 我 ， 私聊
509,阿瑟 的 热风 太 过于 回家 WZ 而成 的 TV 也 不 in 哦
510,
512,希望 赶紧 再出 每月 的 首充 活动 ， 我 保证 不充 钱 ， 真香
513,回游 找 队友 ， 现在 有点 坑 ！
515,网好 卡
516,真是 多余 。
517,我 喜欢 你 * Q * Q * Q * Q
518,
519,
520,确定 过 眼神 ， 球球 已经 卡到 一定 境界
521,我 踢踢 踢
524,双冠 ， 带团 ， 互刷 礼物 加 ！
525,秀
526,为什么 ， 我 买 了 个 超大 奇妙 宝箱 就 不见 了 ？ ？ ？ ？ 又 没有 东西 出来 ！ ！ ！ 我 擦
527,惹不起 惹不起 ， 糖豆 里面 都 是 大神
528,找 心态 队友 ！ 一起 互坑 的 那种 … 哈哈 ?
529,终于 跟个 大佬 杠上 了
530,看见 的 关注 下 還是 心动 ， 在 留言板 第二条 就 能 找到 ， 此号 弃 。
531,改不了 id 的 忧伤 。 被 当时 的 自己 蠢 哭 拉
533,妹妹 岂 是 池中物 ， 哥哥 皆 是 裙 下臣 。
536,没有 你 的 时间 好 无聊 啊
537,失误 扎刺 重来 ， 不要 有 任何 怨言
538,紫 宝箱 怎么 才能 更 容易 获得 ? 以前 的 方法 都 用 了 ， 好像 不行 了
539,处 sp
540,古驰
541,怎么 老是 转圈圈 ？
542,烦请 各位 球宝 告知 “ 星星 棒 ” 是 什么 礼物 🎁 ， 蟹 蟹 ！ 抱拳
544,打球 关注 一下 哦
546,哈哈哈 一直 以来 只有 我 是 停滞不前 的
547,我 发誓 ！ ！ 以后 不管 球球 出 了 什么 优惠活动 ， 我 都 不会 充钱 去 买 了 ， 太坑 了 ！ ！ ！ 那些 个 都 是 啥 ！ ！ 我 都 不好意思 发图片 出来 了
548,美团 大队 q 群 971117617 全网 狙
549,- 爱笑 - - 爱闹 - 任性 也 撒娇 ～
550,北方 小 哥哥 找个 妹妹 队友
551,良心发现
554,我 曾经 是 个 特别 热爱 球球 的 人 ， 经常 和 队友 废寝忘食 的 打游戏 。 那 份 快乐 和 那份 * 。 现在 已经 找 不 回来 了 大家 都 走 了 。
555,* : / / t * / EVcOaIJ
556,什么 鬼 ， 求 * 电话
557,为什么 双冠 老卡 在 96 人 ？ 好烦 哦 ！ 还有 最后 一张 图是 新 地图 吗 ？ 第一次 碰见 ！
560,
561,找 迷雾 队友 ， 有没有 一起 的
562,求 关注 呐有 木有 小姐姐
563,谁 知道 现在 宇宙 币 在 哪里 东西 ？
564,恋爱 吗 ？ 分手 死妈 那种
565,为什么 发帖 添加 不了 照片 ， 求教
566,
567,一路 走来 有 吵 有 闹 在 身边 的 终究 还是 你们 ❤ ️ ❤ ️ ﻿ @ 是 妻 ﻿ ﻿ @ 未 躲 ﻿ ﻿ @ 唱 月 ﻿ ﻿ @ 是 夫 ﻿ ﻿ @ 骗断
568,有 一样 的 吗 ？
569,原创 关键词 ～ ID 刘宇宁 大老婆 球球 号 410410
570,你好 吗 ， 我 很 好
571,略略 略
572,遇见 了 一个 队友 ， 技术 还 可以 但是 很 怂 想 取关 他 又 不想 取关 他 不 知道 怎么 做 烦
573,处 队友 看 主页 .
574,随性 啊
575,有点 意思 啊 ， 球球 自带 微博贴 吧 功能 了
576,玩 了 三十多个 赛季 了 真的 球球 这 游戏 很棒 . 球球 不 倒 陪你到 老 .
577,都 已经 过去 了
578,往事 重提 是 折磨 。 这 一路 走来 遇见 很多 人 失去 很多 人
579,球球 陪伴 我们 这么久 ， 我们 同样 陪伴着 球球
580,处 大逃杀 固搭 ， 本人 会 玩
581,我 还是 希望 球球 能 回到 原来 的 那个 老 版本 ， 不是 一款 充钱 的 游戏 ， 不然 会 有 更 多 玩家 退游 。
582,打 迷雾 荣耀 局 的 小 哥哥 带给 我 可以 吗 ？
583,你 相信 爱情 吗 ？
584,有 战队 收人 吗 常 在线 的 战队
585,我 玩球 球 也 有 几个 月 了 ， 现在 测张 啥 的 都 还行 ， 可以 一起 打 的 关注
586,哈 喽 ， 小可爱 们 好 ， 我 需个 搞笑 队友 ， 输赢 不 重要
587,玩球 球 3 年 了 虽然 技术 不怎么样 ， 不过 都 很 开心 ， 球球 一直 陪 你
588,帅 吗 = ^ _ ^ =
589,每次 打 单人 逃杀 最后 都 是 中间 扎 刺 死 了 真的 觉得 这样 很 不 公平
591,
593,祝 大家 哦 小年 快乐 虽然 话少 但 情意重
594,玩球 球 很 长时间 了 很 喜欢 这 款 游戏 希望 玩球 球 的 朋友 越玩越 好
595,更新 的 球球 到底 怎么回事 阿 ? 什么 艺术家 也 出来 了 ， 皮肤 还 可以 升值 那种 ， 要 炒股 吗 ？ 还 升幅 下降 啥 的 ； 就 连 宝箱 也 只能 生存 得 了 哎 ， 誰 看 的 懂 这 新 版本 的
596,从前 有 很多 朋友 ， 可是 因为 一些 事 ， 玩球 球 的 就 剩 我 一个 了 ， 如今 找到 了 新 的 队友 ， 却 再也 没有 曾经 的 快乐 了
597,嘻嘻
598,【 球球 小 问题 】 为什么 这个 画廊 的 外框 这么 扁 ， 有点 难受 ， 能 修复 一下 吗 。 ( 球宝们 帮 我 传传 ﻿ ﻿ )
599,没什么 好 说 的 ， 玩 了 3 年 ， 从 大概 球球 出来 3 个 月 开始 慢慢 玩 （ 这个 号 是 当时 的 小号 ） 到 现在 ， 虽然 有时候 没有 打 段位 但是 生存 是 必 打 的 ， 只想 问一问 球球 ﻿ ﻿ 什么 时候 出 申诉 功能 ？ 等 3 年 了 一直 没有 出来 ， 连 改名字 都 不行 。
600,处 对象 ＋ 我 （ 本人 男 ， 15 岁 ） ﻿ ﻿ ﻿ @ 球球 大 作战
601,宇宙 奥秘
602,新 版本 棒棒糖 怎么 买 光环 呢 ？ 为什么 我 的 光环 只能 合成 。
603,都 2019 了 ， 祝 大家 新年快乐 ， 祝球球 新 得 一年 更火 关注 我 ， IDMX 白鲨
604,2018
605,
606,。 ？ ？ ？ ？ ？ ？ ？ ？ ？ ？ ？ ？ ？ ？ ？ ？ 看到 你 你 的 成绩 惦记 惦记 惦记 等 哈多 呼吸 呼吸 呼吸 下 吧 下 吧 下 吧 下 吧 下 吧 下 吧 下 吧 下 吧 下 吧 下 吧 对 吧 下
