uid,GM-封号,GM-收到指令,LBS-加声望,LBS-开始BOSS战,LBS-赛季结算,RPC-匹配模式,RPC-团队生存模式,RPC-大怪兽与小布丁匹配,RPC-新手大球匹配模式,RPC-机器人匹配模式,RPC-自由匹配模式,RPC-闪电战模式,Redis-responseError,SHOW-增加经验,Show-增加最炫次数,VIP-更新经验,geo-玩家删除位置信息,lbs-生成个人特供怪,lbs-速度限制切换后台,七日签到-补签-货币数量不足,上报-统计数据,上线-已在线,二级密码-关闭密码,二级密码-验证成功,人气-增加人气,任务-增加进度,信息-本地安装信息,充值-直购礼包无购买权限,关系-id错误,关系-添加关注,分享-只能通过找回获取,分享-可疑ip-超过天查看次数,分享-可疑ip-超过最大被查看次数,分享-棒棒糖,分享-胡萝卜,分享-设置模拟器标识,分享-超过查看次数,分享-重复查看,加入-大号加入小号,匹配-加入队伍,匹配-新建房间,发现-标签推荐发现玩家,合成-合成道具成功,合成-完成,听众-增加听众,商店-删除材料道具时间,商店-加经验,商店-已领取完成,商店-开CD宝箱,商店-开钻石宝箱,喜欢-免费,喜欢-统计,回归活动-活动时间已经结束,回归活动-游戏次数或段位不够,团战生存-开始匹配,团队生存-匹配加入队伍,团队生存-匹配发送同步信息,团队生存-匹配开始游戏,团队生存-匹配新建房间,团队生存-收到同步信息,团队生存-队伍已解散,基础组队-创建队伍,基础组队-发送邀请,基础组队-解散队伍,大奖赛-匹配,大奖赛-开始游戏,大奖赛-当前轮次结算,大奖赛-超时领取奖励,大怪兽与小布丁-加入队伍,大怪兽与小布丁-发送同步信息,大怪兽与小布丁-开始匹配,大怪兽与小布丁-开始游戏,大怪兽与小布丁-新建房间,宝箱-开启成功,宝箱-开宝箱掉落,宝箱-添加成功,宝箱-清CD成功,宝箱-获取宝箱失败,宝箱-获取宝箱失败或不在cd中,宝箱-领取失败,宝箱-领取成功,"封号-玩家被封号,强行下线",巅峰团战-不是团战或者类型不一致,巅峰团战-处理增加入场券计数,幸运转盘2-道具不足,幸运轮盘-购买成功,幸运轮盘-领取周奖励成功,序列-不计算,序列-获取,序列-设置,强制关注-关注间隔时间未到,强制关注-获取附近的人失败,强制关注-频率限制,战队-退出战队,"战队玩家申请加入战队,-cid:68197570,",房间-开始游戏,房间-房间已满或重复进入-添加失败,房间-未找到邀请列表,"房间结束-观战房间结束,",手速大比拼-获取手速信息,扔棒棒糖-活动重置数据,技巧训练-单机技巧结算,技巧训练-开始检查扣分,技巧训练-技巧升级,技巧训练-技巧赛季结算,技巧训练-计算积分加成,推送-发送成功,数值-增加,数值-增加送礼积分,数值-扣除,数据-添加关注,数据-赛季不一致,数据预警-解析日志失败,新手匹配-设置新手匹配状态,新手大球-新手大球匹配档位,新手大球匹配-加入匹配房间,新手大球匹配-匹配,新手大球匹配-匹配等待中,新手大球匹配-开始匹配,新手大球匹配-断线重连,新手自由匹配模式-更新段位数据,新手自由匹配模式-检查分流情况,更新-添加房间,服务-未找到玩家,查看-棒棒糖,查看-胡萝卜,梦幻挑战-抽卡产出,段位-升级,注册-创建球球号,注销-下线,注销-玩家下线,注销-玩家被别的进程T出去,活动-十连抽,活动-累计充值配置错误,游戏-断线重连,玩家-连接超时,留言-点赞,留言-点赞成功,留言-热度大于1000禁10分钟,留言-留言成功,登录-上线,登录-初始化成功,登录-发现重复登录,登录-找不到注册设备号,登录-指令回放,登录-收到初始化,登录-收到登录请求,登录-登录验证成功,登录-绑定服务器,登录-认证通过,登录-防沉迷中,登录-黑名单ip,皮肤工坊-单次打造结果,皮肤工坊-打造结果,碎片商店-道具不足,礼物-获得礼物,离线同步-上线同步,签到-添加失败,签到-签到成功,签到-领取奖励成功,组队-创建队伍,组队-发送同步信息,组队-已在其它人队伍中,组队-开始匹配,组队-开始游戏,组队-收到同步信息,组队-队伍人数已满,经验-增加,结算-Boss模式,结算-勇者积分,结算-团队生存,结算-团队生存个人结算,结算-团队生存勋章,结算-大奖赛,结算-大怪兽小布丁,结算-新手大球模式,结算-更新能力值,结算-组队统计,结算-结算成功,结算-结算无效,结算-结算生存成功,结算-自由/组队,统计-结算,综合评分-赛季结算,聊天-创建聊天群组,聊天-加入聊天群组,聊天-离开群组中没找到该玩家,聊天-离开聊天群组,聊天-群聊,聊天-获取查找不到该群组信息,聊天-语音,自建房-段位不够,自由匹配-加入匹配房间,自由匹配-匹配,自由匹配-匹配-超时-开始游戏,自由匹配-匹配开始游戏,自由匹配-匹配等待中,自由匹配-开始匹配,自由匹配-开始比赛,自由匹配-收到同步信息,自由匹配-新建房间,自由匹配-获取数据,自由匹配-重新加载数据,观战-创建新的观战房间,观战-观战结束没连网关,解锁技巧-触发条件解锁,设备-添加本地设备,请求广告-不播放广告,请求广告-没有玩过游戏,请求广告-玩游戏时间过长,购买-数值不足,贵族-升级,赛事-增加经验,赛事-打call券不足,赛事-打call失败,赛季-加分-赛季结束,赛季-结算成功,赛季-重置,转发-未找到玩家,转发-获取玩家所在网关失败,转发-重复发送,送礼-初始化充值蘑菇,送礼-送礼金钱不足或送礼功能被封,通用团战-发送邀请,通用团战-回复邀请已在其它人队伍中,通用团战-收到同步信息,道具-删除成功,道具-加载皮肤,道具-批量删除,道具-批量添加,道具-添加成功,道具-激活成功,道具-购买成功,道具-超时删除,铁匠铺-加幸运值,铁匠铺-加经验,铁匠铺-重置幸运值,门票-购买成功,防沉迷-通知,飞船-加经验,骂人治理-骂人处理,黑卡-设置活跃玩家
1120894197,,,,,1,,,,,,,,10,,,,,,,,10,,,,,36,,,,20,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,11,22,20,1,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,1,,,,,,,1,1,,,,,,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,5,1,,,,,,,,,,,
1120907345,,,,,,,,,,7,,,7,,,,,,,,,,,,,6,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,2,7,5,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,14,,,,,,,,7,10,,,10,,,,,,,7,10,,,,,40,16,10,10,,,,,,,,,1,,,,,,,,,6,,7,,,,,,,,,3,4,,7,,,,,,,,,,,7,7,,,7,7,,7,,7,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,,,,,,,,,,,,5
1123072543,,,,,,,,,,6,1,,7,,,,,,,,,,,,,10,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,7,7,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,14,,,,,,,,7,9,,,9,,,,,,,7,9,,,,,32,7,9,9,,,,,,,,,1,,,,,,3,,,6,,7,,,,,,,,,5,2,,7,,,,,,,,,,,5,4,,1,5,7,1,4,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,,,,,,,,,,,,7
1123110595,,,,,,,,,,7,,,6,,1,,,,,,,,,,,5,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,7,4,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,14,,,,,,,,7,10,,,11,,,,,,,7,11,,,,,48,11,10,10,,,,,,,,,1,,,,,,3,,,6,,6,,,,,,,,,3,3,,6,,,,,,,,,,,4,4,,1,4,7,1,4,2,7,,,,2,,,,,,,,,,,,,,4,,,,,,,,6,,1,,,,,,,,,,,,4
1123442597,,,,,,,,,,7,,,4,,,,,,,,,,,,,4,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,1,7,3,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,14,,,,,,,,7,12,,,12,,,,,,,7,12,,,,,24,8,12,12,,,,,,,,,1,,,,,,,,,4,,4,,,,,,,,,,4,,4,,,,,,,,,,,7,7,,,7,7,,7,,7,,,,,,,,,,,,,,,,,,5,,,,,,,,4,,1,,,,,,,,,,,,3
1123708943,,,,,,,,,,2,,,2,,,,,,,,,,,,,7,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,2,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,4,,,,,,,,2,2,,,2,,,,,,,2,2,,,,,2,,2,2,,,,,,,,,1,,,,,,,,,2,,2,,,,,,,,,1,1,,2,,,,,,,,,,,2,2,,,2,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,2
1123744745,,,,,,,,,,2,,,8,,,,4,,,,,,,,,7,,,,,,,,1,1,4,,,,,,,,,,,2,,2,,1,184,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,2,,2,,,,,,2,2,,2,,,,,,,,,,,,,,,,14,,183,,,,,,,,,,,,4,,,4,4,,,,2,4,,,4,,,,,,,2,4,,,1,,2,,4,4,,,,,,,4,,1,,,,,,1,,,2,,2,,,,,,,,,1,1,,2,,,,,,,,,,,2,1,,,2,2,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,5,7,,,,,,,,,,,2
1123893597,,,,,,,,,,,,,1,,,,1,,,,,,,,,4,,,,,,,,1,1,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1,1,,,,,1,,,1,,,1,1,,,,1,,,,,,,1,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,
1123903621,,,,,,,,,,1,,,7,,,,4,,,,,,,,,7,,,,1,,,,1,1,4,,,,,,,,,,,1,,1,,1,8,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,1,,,,,,1,1,,1,,,,,,,,,,,,,,,,11,,7,1,,,,,,,,,,,2,,,4,4,,,,1,4,,,4,,,,,,,1,4,,,2,,2,1,4,4,,,,,,,4,,1,,,,,,,,,1,,1,,,,,,,,,1,,,1,,,,,,,,,,,,1,,1,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,3,,,,,,,,,,,1
1123915655,,,,,,,,,,2,,,1,,1,,,,,,,,,,,4,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,4,,,,,,,,2,2,,,2,,,,,,,2,2,,,,,2,,2,2,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,1,,1,,,,,,,,,,,1,1,,,1,2,,1,1,2,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,1,,,,,,,,,,,,
1124185295,,,,,,,,,,1,,,5,,,,3,,,,,,,,,4,,,,1,,,,1,1,3,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,2,,1,,,,,,1,1,,1,,,,,,,,,,,,,,,,11,,,1,,,,,,,,,,,2,,,3,3,,,,1,3,,,3,,,,,,,1,3,,,1,,1,,3,3,,,,,,,3,,1,,,,,,,,,1,,1,,,,,,,,,,1,,1,,,,,,,,,,,1,1,,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,2,,,,,,,,,,,1
1124347295,,,,,,,,,,2,,,2,,2,,,,,,,,,,,5,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,2,1,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,4,,,,,,,,2,2,,,2,,,,,,,2,2,,,,,2,,2,2,,,,,,,,,1,,,,,,2,,,2,,2,,,,,,,,,1,1,,2,,,,,,,,,,,,,,,,2,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,1
1124509295,,,,,,,,,,3,,,10,,1,,5,,,,,,,,,9,,,,,,,,1,1,5,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,,,,,1,,3,,,,,1,3,2,,2,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,6,,,4,4,,,,3,5,,,5,,,,,,,3,5,,,2,,3,,5,5,,,,,,,5,,1,,,,,,1,,,3,,3,,,,,,,,,2,1,,3,,,,,,,,,,,2,2,,,2,3,,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,3,,,,,,,,,,,3
1125056855,,,,,,,,,,,,,1,,,,1,,,,,,,,,4,,,,,,,,1,1,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1,1,,,,,1,,,1,,,1,1,,,,1,,,,,,,1,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,
1125115895,,,,,,,,,,,,,2,,,,2,,,,,,,,,4,,,,1,,,,1,1,2,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,1,,,,,,,,,,,,,,1,1,,,,,2,,,2,,,,,,,,2,,,,,,,2,2,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,
1125171343,,,,,,,,,,2,,,10,,1,,5,,,,,,,,,4,,,,,,,,1,1,5,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,1,,2,,,,,,2,2,1,1,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,4,,,4,4,,,,2,4,,,5,,,,,,,2,5,1,,3,,3,1,5,5,,,,,,,5,,1,,,,,,2,,,2,,2,,,,,,,,,,2,,2,,,,,,,,,,,,,,1,,2,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,,2,1,,,,,,,,,,,2
1125224597,,,,,,,,,,1,,,5,,,,2,,,,,,,,,4,,,,,,,,1,1,2,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,1,,,,,,1,1,,1,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,2,,,2,2,,,,1,2,,,3,,,,,,,1,3,,,2,,2,1,2,2,,,,,,,2,,1,,,,,,,,,1,,1,,,,,,,,,,1,,1,,,,,,,,,,,1,1,,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,1,,,,,,,,,,,1
1125374997,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,1,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125393095,,,,,,,,,,1,,,3,,,,1,,,,,,,,,8,,,,,,,,1,1,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,1,,,,,,1,1,,1,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,2,,,1,1,,,,1,1,,,1,,,,,,,1,1,,,,,1,,1,1,,,,,,,1,,1,,,,,,,,,1,,1,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,1,,,,,,,,,,,1
1125531145,,,,,,,,,,1,,,3,,1,,1,,,,,,,,,7,,,,,,,,1,1,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,1,,,,,,1,1,,1,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,2,,,1,1,,,,1,1,,,1,,,,,,,1,1,,,,,1,,1,1,,,,,,,1,,1,,,,,,1,,,1,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,2,,,,,,,,,,,1
1125542945,,,,,,,,,,2,,,2,,,,,,,,,,,,,4,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,2,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,4,,,,,,,,2,2,,,2,,,,,,,2,2,,,,,2,,2,2,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,2,,2,,,,,,,,,,,1,2,,1,1,2,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,
1125551855,,,,,,,,,,1,,,36,,1,,1,,,,,,,,,5,,,,,,,,1,1,1,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,1,,,,,,1,1,,1,,,,,,,,,,,,,,,,7,2,2,,,,,,,,,,,,2,,,1,2,,,,,,,,1,,,,,,,1,1,,,,,34,19,1,1,,,,,,2,1,,1,,,,,,1,,,1,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,3,,,,,,,,,,,1
1125572799,,,,,,,,,,,1,,18,,,,1,,,,,,,,,4,,,,,,,,1,1,1,,1,,,,,,,,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,2,,,1,2,,,,1,1,,,1,,,,,,,1,1,,,,,15,14,1,1,,1,,,,,1,,1,,,,,,,,,1,,1,,,,,,,,,,1,,1,,,,,,,,,,,1,1,,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,1,,,,,,,,,,,1
1125660395,,,,,,,,,,1,,,3,,,,1,,,,,,,,,8,,,,,,,,1,1,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,1,,,,,,1,1,,1,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,1,2,,,1,1,,,,1,1,,,1,,,,,,,1,1,,,,,1,,1,1,,,,,,,1,,1,,,,,,,,,1,,1,,,,,,,,,1,,,1,,,,,,,,,,,,1,,1,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,3,,,,,,,,,,,1
1125674255,,,,,,,,,2,,,,,,,,,,,,,,,,,4,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,2,2,2,2,,,4,,,,,,,,2,2,,,2,,,,,,,2,2,,,,,2,,2,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,1,,,,,,,,,,,,
1125675597,,,,,,,,,,1,,,5,,1,,2,,,,,,,,,4,,,,,,,,1,1,2,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,2,,1,,,,,,1,1,,1,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,2,,,2,2,,,,1,2,,,2,,,,,,,1,2,,,1,,2,1,2,2,,,,,,,2,,1,,,,,,1,,,1,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,5,4,,,,,,,,,,,1
1125690455,,,,,,,,,2,,,,2,,,,,,,,,,,,,7,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,2,2,2,2,2,,1,4,,,,,,,,2,2,,,2,,,,,,,2,2,,,,,2,,2,2,,,,,,,,,1,,,,,,,,,2,,,,,,,,2,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,2
1125702055,,,,,,,,,1,,,,5,,,,2,,,,,,,,,5,,,,,,,,1,1,2,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,8,,,,,,,1,1,1,1,1,1,,4,,,2,2,,,,2,2,,,2,,,,,,,2,2,,,1,,2,,2,2,,,,,,,2,,1,,,,,,1,,,1,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,3,,,,,,,,,,,
1125717095,,,,,,,,,,11,,,107,,2,,3,,,,,,,,,7,,,,,,8,,1,1,3,,10,,,,,,,,,2,,2,,3,4,,,,,,,,,,,,,,,,,,,,,,2,,4,,1,,,2,,11,,,,,2,11,9,6,5,,,,,,,,,,,,,,,,23,2,3,,,,,,,,,,,,22,,,3,5,,,,2,3,,,3,,,,,,,2,3,,,1,,102,74,3,3,1,,,,,2,3,,1,,,,,,5,,,6,,11,,,,,,,,,1,10,,11,,,,,,,,,,,7,6,,1,7,11,1,6,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,12,,5,4,,,,,,,,2,,,9
1125837597,2,2,,,,,,,,,,,52,,,,,,,,53,,,,,4,,,,,,,,,,53,,,,,,,,,,,,,,,4,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,41,,,,,,,,,,,,,,,,,,,,1,46,2,,97,,2,4,4,,,1,97,3,,40,,50,49,51,51,,,,,,1,,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,52,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,
1126284095,,,,,,,,,,1,,,3,,,,1,,,,,,,,,7,,,,,,,,1,1,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,1,,,,,,1,1,,1,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,2,,,1,1,,,,1,1,,,1,,,,,,,1,1,,,,,1,,1,1,,,,,,,1,,1,,,,,,1,,,1,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,2,,,,,,,,,,,1
1126388397,,,,,,,,,,2,,,2,,,,,,,,,,,,,4,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,2,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,4,,,,,,,,2,2,,,2,,,,,,,2,2,,,,,2,,2,2,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,2,,2,,,,,,,,,,,2,2,,,2,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,2
1126535195,,,,,,,,,,3,,,3,,1,,,,,,,,,,,5,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,3,3,,,,,,,,,,,,,,,,,,4,2,2,,,,,,,,,,,,6,,,,,,,,3,6,,,6,,,,,,,3,6,,,,,14,4,6,6,,,,,,2,,,1,,,,,,1,,,3,,,,,,,,,,,1,2,,3,,,,,,,,,,,2,2,,,2,3,,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,,,,,,,,,,3
1126536743,6,6,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,31,14,1,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
1126893855,,,,,,,,,,7,,,7,,2,,,,,,,,,,,10,,,,,,,,,,2,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,7,,,,,1,7,6,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,2,14,,,,,,,,1,1,,,2,,,,,,,1,2,,,,,10,3,2,2,,,,,,,,,1,,,,,,3,,,6,,,,,,,,,,,3,4,,7,,,,,,,,,,,4,4,,1,4,7,1,4,2,7,,,,2,,,,,,,,,,,,,,,,,,,,,,7,,1,,,,,,,,,,,,6
1127131543,,,,,,,,,,,,,7,,,,,,,,9,,,,,42,1,,,14,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,8,9,18,14,,,1,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,,1,,,,,,,1,1,,,,,,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,6,2,,,,,,,,,,,
1127141795,,,,,,,,,,,,,7,,,,,,,,9,,,,,29,1,,,14,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,12,14,,,1,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,,1,,,,,,,1,1,,,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,6,2,,,,,,,,,,,
1127151145,,,,,,,,,,,,,9,,,,,,,,7,,,,,26,1,,,11,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,12,11,,,1,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,,1,,,,,,,1,1,,,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,6,2,,,,,,,,,,,
1127155655,,,,,,,,,,15,,,17,,3,,,,,,5,,,,,13,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,15,,,,,11,15,4,,,,,,,,,,,,,,,8,,,16,,,,,,1,,,,,,,3,30,,,,,,,1,1,1,,,1,,,,,,,1,1,,1,,,15,,1,1,,,,,,,,,1,,,,,,3,,,6,,,,,,,,,,,6,9,,15,,,,,,,,,,565,11,12,,1,11,15,1,12,3,15,,,,3,1,,,,,,,,,,,,,,,1,,,,,,15,,2,1,,,,,,,,2,,,4
